ID;ITEM
359;3
360;5
361;3
362;2
363;5
364;1
365;4
366;1
367;6
368;5
369;4
370;1
371;6
372;4
373;5
374;2
375;6
376;2
377;6
378;5
379;6
380;3
381;6
382;6
383;4
384;1
385;5
386;6
387;1
388;3
389;1
390;1
391;3
392;4
393;5
394;2
395;5
396;3
397;2
398;4
399;4
400;4
401;2
402;2
403;4
404;5
405;4
406;2
407;4
408;5
409;5
410;3
411;4
412;4
413;5
414;5
415;4
416;4
417;3
418;3
419;2
420;6
421;5
422;3
423;5
424;6
425;4
426;4
427;6
428;1
429;1
430;5
431;2
432;2
433;5
434;1
435;4
436;6
437;4
438;5
439;6
440;5
441;6
442;3
443;4
444;2
445;5
446;4
447;3
448;1
449;2
450;6
451;1
452;2
453;1
454;3
455;5
456;6
457;4
458;5
459;6
460;5
461;3
462;2
463;2
464;4
465;3
466;6
467;3
468;6
469;6
470;6
471;5
472;2
473;5
474;6
475;6
476;4
477;6
478;4
479;1
480;4
481;4
482;5
483;6
484;5
485;6
486;4
487;6
488;1
489;4
490;6
491;1
492;6
493;5
494;5
495;5
496;1
497;5
498;5
499;3
500;4
501;6
502;2
503;6
504;2
505;2
506;6
507;1
508;2
509;1
510;6
511;3
512;5
513;6
514;6
515;4
516;5
517;6
518;5
519;4
520;4
521;6
522;4
523;6
524;1
525;6
526;2
527;1
528;2
529;3
530;4
531;6
532;2
533;2
534;6
535;5
536;2
537;3
538;6
539;1
540;4
541;6
542;5
543;5
544;5
545;3
546;5
547;3
548;6
549;6
550;5
551;5
552;6
553;5
554;6
555;4
556;4
557;6
558;5
559;2
560;6
561;5
562;2
563;5
564;5
565;6
566;2
567;5
568;1
569;4
570;4
571;6
572;5
573;1
574;5
575;5
576;1
577;5
578;2
579;6
580;5
581;3
582;2
583;4
584;1
585;5
586;2
587;6
588;4
589;5
590;6
591;3
592;4
593;3
594;5
595;4
596;4
597;2
598;5
599;6
600;6
601;5
602;1
603;4
604;1
605;1
606;4
607;6
608;1
609;3
610;6
611;2
612;6
613;5
614;4
615;2
616;6
617;2
618;6
619;2
620;6
621;6
622;1
623;2
624;3
625;1
626;3
627;1
628;6
629;4
630;4
631;3
632;3
633;2
634;1
635;6
636;5
637;1
638;6
639;6
640;3
641;1
642;6
643;6
644;6
645;6
646;3
647;3
648;6
649;4
650;6
651;5
652;6
653;2
654;6
655;3
656;6
657;4
658;3
659;5
660;6
661;6
662;3
663;3
664;3
665;2
666;1
667;3
668;2
669;6
670;6
671;6
672;2
673;6
674;1
675;1
676;2
677;4
678;4
679;5
680;2
681;5
682;4
683;3
684;6
685;6
686;1
687;5
688;4
689;2
690;1
691;6
692;4
693;4
694;6
695;5
696;5
697;5
698;3
699;5
700;4
701;1
702;1
703;4
704;3
705;3
706;3
707;3
708;5
709;1
710;4
711;2
712;5
713;6
714;4
715;6
716;2
717;5
718;6
719;4
720;2
721;5
722;6
723;4
724;5
725;2
726;1
727;4
728;6
729;4
730;4
731;4
732;3
733;6
734;5
735;5
736;3
737;4
738;2
739;5
740;5
741;3
742;4
743;5
744;6
745;6
746;5
747;6
748;5
749;6
750;2
751;1
752;1
753;4
754;5
755;5
756;5
757;3
758;6
759;5
760;3
761;4
762;1
763;5
764;4
765;4
766;1
767;1
768;2
769;3
770;3
771;5
772;3
773;3
774;4
775;3
776;3
777;3
778;5
779;4
780;4
781;4
782;3
783;6
784;2
785;5
786;6
787;1
788;2
789;4
790;1
791;3
792;6
793;5
794;2
795;5
796;4
797;4
798;5
799;6
800;1
801;5
802;4
803;5
804;6
805;5
806;5
807;2
808;6
809;4
810;5
811;4
812;3
813;6
814;1
815;3
816;6
817;5
818;3
819;6
820;5
821;3
822;2
823;2
824;4
825;6
826;6
827;3
828;5
829;4
830;4
831;4
832;4
833;1
834;6
835;2
836;2
837;5
838;5
839;6
840;5
841;6
842;5
843;1
844;1
845;4
846;5
847;3
848;5
849;2
850;1
851;4
852;6
853;3
854;6
855;1
856;6
857;1
858;2
859;2
860;6
861;6
862;1
863;3
864;1
865;2
866;4
867;2
868;4
869;3
870;1
871;1
872;4
873;2
874;6
875;3
876;2
877;5
878;6
879;4
880;5
881;2
882;2
883;3
884;2
885;3
886;6
887;6
888;5
889;3
890;5
891;5
892;2
893;2
894;5
895;2
896;5
897;6
898;6
899;4
900;6
901;1
902;6
903;6
904;6
905;6
906;6
907;2
908;4
909;6
910;4
911;6
912;1
913;6
914;6
915;4
916;5
917;4
918;3
919;5
920;5
921;3
922;5
923;6
924;1
925;4
926;4
927;5
928;6
929;4
930;6
931;5
932;6
933;6
934;4
935;2
936;4
937;2
938;1
939;4
940;4
941;6
942;6
943;4
944;4
945;2
946;3
947;5
948;2
949;1
950;3
951;4
952;4
953;5
954;4
955;2
956;3
957;6
958;6
959;6
960;5
961;6
962;5
963;2
964;5
965;6
966;6
967;4
968;5
969;3
970;4
971;2
972;1
973;1
974;6
975;4
976;2
977;5
978;2
979;6
980;3
981;1
982;1
983;1
984;1
985;4
986;1
987;3
988;4
989;2
990;2
991;1
992;6
993;6
994;2
995;1
996;1
997;5
998;5
999;3
1000;6
1001;2
1002;1
1003;5
1004;1
1005;6
1006;6
1007;2
1008;6
1009;2
1010;2
1011;4
1012;4
1013;6
1014;6
1015;2
1016;6
1017;6
1018;4
1019;4
1020;6
1021;5
1022;4
1023;6
1024;5
1025;6
1026;5
1027;3
1028;1
1029;6
1030;1
1031;5
1032;1
1033;1
1034;1
1035;2
1036;2
1037;4
1038;6
1039;2
1040;5
1041;4
1042;6
1043;4
1044;2
1045;1
1046;1
1047;6
1048;6
1049;4
1050;2
1051;6
1052;6
1053;5
1054;6
1055;4
1056;1
1057;6
1058;1
1059;6
1060;1
1061;2
1062;2
1063;2
1064;5
1065;2
1066;5
1067;5
1068;3
1069;5
1070;6
1071;4
1072;3
1073;1
1074;2
1075;2
1076;1
1077;2
1078;1
1079;3
1080;2
1081;2
1082;3
1083;5
1084;2
1085;6
1086;2
1087;6
1088;5
1089;3
1090;2
1091;2
1092;6
1093;4
1094;6
1095;1
1096;5
1097;6
1098;1
1099;5
1100;4
1101;1
1102;6
1103;5
1104;2
1105;6
1106;6
1107;6
1108;6
1109;4
1110;3
1111;3
1112;5
1113;3
1114;6
1115;3
1116;4
1117;4
1118;1
1119;3
1120;6
1121;5
1122;4
1123;3
1124;5
1125;1
1126;3
1127;2
1128;4
1129;5
1130;3
1131;1
1132;6
1133;4
1134;6
1135;5
1136;2
1137;2
1138;4
1139;2
1140;4
1141;3
1142;3
1143;6
1144;6
1145;5
1146;3
1147;3
1148;3
1149;2
1150;6
1151;1
1152;4
1153;5
1154;3
1155;5
1156;1
1157;4
1158;1
1159;2
1160;4
1161;1
1162;1
1163;1
1164;5
1165;6
1166;6
1167;6
1168;3
1169;4
1170;5
1171;1
1172;4
1173;4
1174;2
1175;3
1176;4
1177;3
1178;4
1179;2
1180;1
1181;5
1182;5
1183;6
1184;3
1185;2
1186;6
1187;1
1188;1
1189;6
1190;1
1191;6
1192;2
1193;3
1194;4
1195;2
1196;4
1197;5
1198;6
1199;6
1200;4
1201;2
1202;2
1203;1
1204;4
1205;5
1206;3
1207;5
1208;2
1209;5
1210;3
1211;4
1212;2
1213;5
1214;1
1215;2
1216;1
1217;6
1218;6
1219;2
1220;6
1221;3
1222;1
1223;5
1224;1
1225;3
1226;2
1227;5
1228;5
1229;1
1230;1
1231;6
1232;1
1233;6
1234;3
1235;4
1236;3
1237;3
1238;4
1239;5
1240;1
1241;4
1242;1
1243;6
1244;6
1245;6
1246;5
1247;1
1248;3
1249;1
1250;3
1251;3
1252;5
1253;2
1254;1
1255;6
1256;3
1257;2
1258;2
1259;6
1260;6
1261;2
1262;6
1263;6
1264;1
1265;5
1266;6
1267;4
1268;5
1269;1
1270;5
1271;1
1272;5
1273;2
1274;4
1275;6
1276;6
1277;4
1278;6
1279;3
1280;2
1281;2
1282;5
1283;5
1284;5
1285;1
1286;6
1287;6
1288;3
1289;2
1290;2
1291;6
1292;5
1293;4
1294;4
1295;5
1296;6
1297;5
1298;2
1299;1
1300;4
1301;6
1302;3
1303;4
1304;5
1305;3
1306;5
1307;6
1308;2
1309;1
1310;5
1311;6
1312;2
1313;5
1314;5
1315;6
1316;2
1317;3
1318;6
1319;5
1320;1
1321;5
1322;6
1323;5
1324;1
1325;4
1326;6
1327;2
1328;1
1329;5
1330;5
1331;1
1332;6
1333;6
1334;3
1335;5
1336;4
1337;6
1338;4
1339;3
1340;1
1341;4
1342;4
1343;6
1344;4
1345;1
1346;3
1347;6
1348;6
1349;3
1350;5
1351;4
1352;6
1353;2
1354;4
1355;5
1356;2
1357;2
1358;2
1359;2
1360;3
1361;5
1362;6
1363;4
1364;5
1365;6
1366;2
1367;6
1368;1
1369;1
1370;6
1371;4
1372;4
1373;5
1374;6
1375;6
1376;2
1377;4
1378;1
1379;6
1380;3
1381;2
1382;5
1383;6
1384;6
1385;6
1386;2
1387;3
1388;6
1389;5
1390;2
1391;5
1392;6
1393;6
1394;3
1395;5
1396;4
1397;3
1398;5
1399;1
1400;6
1401;6
1402;3
1403;5
1404;4
1405;4
1406;3
1407;1
1408;6
1409;4
1410;1
1411;1
1412;5
1413;6
1414;2
1415;4
1416;2
1417;5
1418;1
1419;6
1420;2
1421;2
1422;6
1423;4
1424;6
1425;3
1426;5
1427;6
1428;3
1429;5
1430;4
1431;1
1432;4
1433;5
1434;6
1435;5
1436;4
1437;6
1438;5
1439;6
1440;6
1441;2
1442;2
1443;3
1444;1
1445;5
1446;3
1447;6
1448;6
1449;2
1450;2
1451;2
1452;3
1453;4
1454;4
1455;5
1456;5
1457;4
1458;3
1459;6
1460;6
1461;5
1462;5
1463;4
1464;1
1465;3
1466;6
1467;5
1468;2
1469;2
1470;5
1471;3
1472;3
1473;6
1474;6
1475;4
1476;3
1477;5
1478;2
1479;1
1480;4
1481;1
1482;1
1483;5
1484;4
1485;6
1486;4
1487;4
1488;3
1489;6
1490;4
1491;1
1492;6
1493;3
1494;6
1495;1
1496;6
1497;4
1498;5
1499;6
1500;5
1501;3
1502;1
1503;5
1504;4
1505;6
1506;4
1507;6
1508;5
1509;4
1510;1
1511;3
1512;6
1513;2
1514;5
1515;2
1516;5
1517;2
1518;3
1519;1
1520;6
1521;4
1522;5
1523;1
1524;3
1525;1
1526;5
1527;4
1528;2
1529;5
1530;6
1531;4
1532;5
1533;4
1534;4
1535;4
1536;4
1537;6
1538;1
1539;2
1540;5
1541;6
1542;2
1543;2
1544;1
1545;6
1546;2
1547;6
1548;6
1549;5
1550;6
1551;3
1552;3
1553;3
1554;4
1555;5
1556;6
1557;4
1558;1
1559;2
1560;3
1561;4
1562;5
1563;4
1564;4
1565;5
1566;4
1567;6
1568;6
1569;6
1570;2
1571;4
1572;5
1573;6
1574;1
1575;6
1576;4
1577;5
1578;6
1579;4
1580;6
1581;4
1582;4
1583;6
1584;1
1585;2
1586;6
1587;5
1588;2
1589;6
1590;6
1591;1
1592;2
1593;6
1594;5
1595;6
1596;1
1597;6
1598;4
1599;1
1600;6
1601;4
1602;6
1603;5
1604;3
1605;6
1606;4
1607;6
1608;1
1609;6
1610;2
1611;6
1612;5
1613;2
1614;2
1615;3
1616;1
1617;6
1618;3
1619;1
1620;6
1621;3
1622;1
1623;3
1624;1
1625;1
1626;2
1627;1
1628;6
1629;6
1630;4
1631;4
1632;6
1633;2
1634;3
1635;4
1636;6
1637;6
1638;3
1639;6
1640;6
1641;5
1642;2
1643;3
1644;3
1645;3
1646;3
1647;4
1648;6
1649;5
1650;6
1651;4
1652;5
1653;3
1654;5
1655;1
1656;4
1657;4
1658;5
1659;4
1660;4
1661;4
1662;1
1663;2
1664;2
1665;5
1666;2
1667;6
1668;6
1669;4
1670;3
1671;4
1672;5
1673;6
1674;2
1675;5
1676;4
1677;6
1678;3
1679;5
1680;5
1681;3
1682;2
1683;6
1684;6
1685;6
1686;1
1687;2
1688;1
1689;5
1690;6
1691;4
1692;6
1693;5
1694;4
1695;1
1696;1
1697;5
1698;6
1699;5
1700;4
1701;3
1702;6
1703;5
1704;6
1705;6
1706;4
1707;4
1708;6
1709;2
1710;4
1711;3
1712;5
1713;2
1714;4
1715;6
1716;5
1717;4
1718;6
1719;4
1720;2
1721;5
1722;5
1723;2
1724;4
1725;5
1726;1
1727;4
1728;2
1729;3
1730;4
1731;4
1732;3
1733;2
1734;1
1735;2
1736;6
1737;1
1738;3
1739;2
1740;1
1741;1
1742;4
1743;1
1744;2
1745;2
1746;1
1747;1
1748;3
1749;6
1750;6
1751;3
1752;4
1753;4
1754;4
1755;5
1756;3
1757;5
1758;2
1759;5
1760;5
1761;6
1762;1
1763;3
1764;3
1765;6
1766;6
1767;6
1768;1
1769;3
1770;5
1771;5
1772;6
1773;4
1774;4
1775;2
1776;3
1777;3
1778;4
1779;4
1780;4
1781;3
1782;1
1783;2
1784;4
1785;1
1786;1
1787;4
1788;1
1789;2
1790;3
1791;2
1792;6
1793;1
1794;5
1795;2
1796;5
1797;4
1798;3
1799;3
1800;1
1801;5
1802;4
1803;1
1804;5
1805;2
1806;3
1807;6
1808;2
1809;2
1810;4
1811;4
1812;5
1813;6
1814;2
1815;4
1816;2
1817;1
1818;6
1819;2
1820;6
1821;1
1822;3
1823;4
1824;2
1825;3
1826;3
1827;5
1828;3
1829;6
1830;1
1831;3
1832;6
1833;4
1834;3
1835;5
1836;3
1837;6
1838;5
1839;6
1840;5
1841;4
1842;1
1843;2
1844;2
1845;5
1846;3
1847;4
1848;6
1849;6
1850;5
1851;1
1852;6
1853;6
1854;2
1855;3
1856;2
1857;2
1858;2
1859;1
1860;6
1861;6
1862;5
1863;6
1864;5
1865;6
1866;1
1867;6
1868;4
1869;4
1870;4
1871;6
1872;2
1873;3
1874;1
1875;1
1876;6
1877;1
1878;5
1879;1
1880;3
1881;6
1882;4
1883;6
1884;4
1885;5
1886;6
1887;5
1888;4
1889;2
1890;6
1891;4
1892;2
1893;3
1894;1
1895;6
1896;6
1897;6
1898;5
1899;6
1900;5
1901;4
1902;5
1903;1
1904;4
1905;6
1906;2
1907;6
1908;6
1909;5
1910;2
1911;4
1912;4
1913;5
1914;1
1915;6
1916;5
1917;4
1918;1
1919;2
1920;4
1921;2
1922;2
1923;3
1924;6
1925;6
1926;2
1927;6
1928;4
1929;4
1930;6
1931;3
1932;4
1933;2
1934;4
1935;6
1936;2
1937;4
1938;6
1939;6
1940;4
1941;4
1942;5
1943;6
1944;2
1945;3
1946;2
1947;4
1948;3
1949;5
1950;4
1951;3
1952;1
1953;5
1954;6
1955;6
1956;4
1957;6
1958;2
1959;2
1960;3
1961;6
1962;2
1963;5
1964;3
1965;1
1966;4
1967;2
1968;6
1969;5
1970;4
1971;6
1972;5
1973;3
1974;3
1975;1
1976;5
1977;4
1978;6
1979;4
1980;1
1981;6
1982;3
1983;6
1984;1
1985;1
1986;5
1987;4
1988;6
1989;5
1990;2
1991;6
1992;1
1993;3
1994;4
1995;4
1996;4
1997;1
1998;1
1999;3
2000;5
2001;6
2002;3
2003;3
2004;4
2005;5
2006;4
2007;3
2008;2
2009;6
2010;6
2011;4
2012;5
2013;1
2014;6
2015;6
2016;3
2017;3
2018;5
2019;4
2020;6
2021;1
2022;2
2023;4
2024;4
2025;5
2026;5
2027;2
2028;1
2029;1
2030;6
2031;6
2032;4
2033;2
2034;4
2035;6
2036;4
2037;6
2038;1
2039;6
2040;6
2041;1
2042;6
2043;4
2044;4
2045;5
2046;3
2047;2
2048;1
2049;2
2050;4
2051;1
2052;6
2053;5
2054;2
2055;5
2056;4
2057;6
2058;5
2059;5
2060;3
2061;6
2062;4
2063;6
2064;4
2065;6
2066;4
2067;1
2068;6
2069;4
2070;6
2071;1
2072;5
2073;4
2074;2
2075;6
2076;5
2077;3
2078;1
2079;5
2080;5
2081;5
2082;4
2083;1
2084;4
2085;4
2086;2
2087;6
2088;6
2089;3
2090;6
2091;2
2092;4
2093;2
2094;1
2095;6
2096;5
2097;5
2098;4
2099;6
2100;2
2101;6
2102;6
2103;5
2104;6
2105;1
2106;6
2107;3
2108;6
2109;6
2110;5
2111;2
2112;6
2113;5
2114;1
2115;1
2116;4
2117;4
2118;6
2119;4
2120;1
2121;5
2122;4
2123;4
2124;4
2125;2
2126;6
2127;6
2128;4
2129;3
2130;3
2131;6
2132;1
2133;6
2134;5
2135;6
2136;6
2137;1
2138;6
2139;6
2140;5
2141;4
2142;6
2143;5
2144;5
2145;3
2146;5
2147;4
2148;5
2149;1
2150;2
2151;4
2152;3
2153;5
2154;1
2155;2
2156;6
2157;5
2158;6
2159;4
2160;4
2161;4
2162;6
2163;6
2164;6
2165;2
2166;2
2167;5
2168;6
2169;4
2170;1
2171;6
2172;1
2173;2
2174;3
2175;6
2176;5
2177;6
2178;6
2179;5
2180;1
2181;2
2182;4
2183;3
2184;3
2185;6
2186;6
2187;1
2188;4
2189;5
2190;4
2191;6
2192;4
2193;6
2194;6
2195;3
2196;1
2197;5
2198;1
2199;2
2200;5
2201;1
2202;2
2203;2
2204;3
2205;5
2206;5
2207;3
2208;1
2209;2
2210;1
2211;3
2212;1
2213;6
2214;5
2215;3
2216;6
2217;4
2218;6
2219;4
2220;6
2221;3
2222;4
2223;6
2224;1
2225;5
2226;5
2227;6
2228;3
2229;2
2230;4
2231;1
2232;1
2233;6
2234;1
2235;2
2236;6
2237;4
2238;4
2239;2
2240;2
2241;5
2242;3
2243;4
2244;6
2245;2
2246;1
2247;6
2248;6
2249;5
2250;1
2251;6
2252;3
2253;5
2254;5
2255;6
2256;2
2257;1
2258;4
2259;6
2260;5
2261;6
2262;5
2263;3
2264;1
2265;3
2266;5
2267;3
2268;5
2269;3
2270;4
2271;1
2272;1
2273;5
2274;5
2275;4
2276;4
2277;3
2278;6
2279;5
2280;1
2281;3
2282;6
2283;6
2284;6
2285;5
2286;5
2287;5
2288;5
2289;1
2290;4
2291;1
2292;1
2293;2
2294;5
2295;4
2296;4
2297;2
2298;1
2299;5
2300;5
2301;4
2302;4
2303;4
2304;4
2305;5
2306;6
2307;4
2308;1
2309;2
2310;6
2311;1
2312;2
2313;6
2314;6
2315;1
2316;6
2317;4
2318;6
2319;2
2320;6
2321;6
2322;4
2323;5
2324;2
2325;2
2326;2
2327;1
2328;6
2329;3
2330;1
2331;2
2332;6
2333;6
2334;6
2335;4
2336;5
2337;6
2338;2
2339;4
2340;5
2341;6
2342;2
2343;1
2344;1
2345;5
2346;2
2347;2
2348;3
2349;5
2350;1
2351;2
2352;4
2353;6
2354;4
2355;3
2356;4
2357;6
2358;6
2359;1
2360;5
2361;4
2362;6
2363;6
2364;5
2365;2
2366;5
2367;6
2368;4
2369;3
2370;4
2371;2
2372;4
2373;2
2374;3
2375;6
2376;1
2377;1
2378;3
2379;5
2380;1
2381;1
2382;6
2383;5
2384;6
2385;5
2386;6
2387;5
2388;2
2389;4
2390;6
2391;6
2392;6
2393;3
2394;5
2395;5
2396;4
2397;6
2398;5
2399;1
2400;5
2401;5
2402;3
2403;1
2404;3
2405;1
2406;3
2407;1
2408;2
2409;6
2410;4
2411;3
2412;3
2413;2
2414;1
2415;2
2416;5
2417;2
2418;2
2419;6
2420;6
2421;6
2422;6
2423;6
2424;6
2425;2
2426;6
2427;2
2428;6
2429;6
2430;1
2431;6
2432;2
2433;3
2434;2
2435;4
2436;3
2437;6
2438;5
2439;6
2440;3
2441;5
2442;6
2443;1
2444;5
2445;1
2446;5
2447;5
2448;6
2449;2
2450;4
2451;5
2452;5
2453;6
2454;3
2455;1
2456;5
2457;1
2458;5
2459;5
2460;4
2461;6
2462;1
2463;1
2464;1
2465;4
2466;3
2467;4
2468;5
2469;2
2470;6
2471;5
2472;5
2473;5
2474;6
2475;4
2476;2
2477;3
2478;5
2479;1
2480;5
2481;5
2482;5
2483;6
2484;6
2485;5
2486;2
2487;6
2488;6
2489;3
2490;4
2491;3
2492;5
2493;3
2494;5
2495;6
2496;2
2497;6
2498;4
2499;6
2500;2
2501;1
2502;6
2503;2
2504;5
2505;6
2506;4
2507;6
2508;6
2509;2
2510;6
2511;2
2512;5
2513;2
2514;3
2515;2
2516;6
2517;6
2518;1
2519;6
2520;2
2521;4
2522;2
2523;4
2524;5
2525;4
2526;6
2527;6
2528;4
2529;2
2530;2
2531;6
2532;5
2533;1
2534;1
2535;5
2536;1
2537;1
2538;3
2539;4
2540;6
2541;4
2542;1
2543;2
2544;5
2545;5
2546;1
2547;2
2548;4
2549;4
2550;4
2551;6
2552;1
2553;3
2554;3
2555;5
2556;6
2557;6
2558;4
2559;1
2560;5
2561;6
2562;2
2563;5
2564;4
2565;5
2566;4
2567;5
2568;4
2569;6
2570;3
2571;4
2572;5
2573;6
2574;6
2575;4
2576;4
2577;2
2578;3
2579;6
2580;4
2581;3
2582;5
2583;3
2584;4
2585;4
2586;4
2587;4
2588;4
2589;1
2590;2
2591;6
2592;2
2593;3
2594;2
2595;1
2596;2
2597;2
2598;4
2599;3
2600;1
2601;5
2602;3
2603;5
2604;2
2605;5
2606;5
2607;3
2608;5
2609;1
2610;6
2611;6
2612;3
2613;3
2614;5
2615;4
2616;6
2617;5
2618;5
2619;2
2620;1
2621;2
2622;6
2623;4
2624;6
2625;6
2626;5
2627;3
2628;1
2629;6
2630;3
2631;2
2632;6
2633;1
2634;6
2635;3
2636;1
2637;4
2638;2
2639;6
2640;3
2641;2
2642;3
2643;5
2644;3
2645;6
2646;6
2647;6
2648;1
2649;1
2650;4
2651;2
2652;1
2653;2
2654;3
2655;6
2656;1
2657;1
2658;6
2659;6
2660;5
2661;5
2662;5
2663;3
2664;6
2665;4
2666;4
2667;5
2668;4
2669;6
2670;4
2671;1
2672;3
2673;6
2674;1
2675;1
2676;4
2677;3
2678;1
2679;5
2680;6
2681;2
2682;6
2683;6
2684;6
2685;2
2686;1
2687;3
2688;1
2689;6
2690;4
2691;4
2692;4
2693;6
2694;6
2695;3
2696;6
2697;2
2698;1
2699;4
2700;5
2701;4
2702;1
2703;2
2704;2
2705;1
2706;4
2707;4
2708;6
2709;5
2710;4
2711;6
2712;1
2713;4
2714;4
2715;2
2716;1
2717;6
2718;3
2719;6
2720;5
2721;2
2722;1
2723;5
2724;2
2725;5
2726;1
2727;6
2728;6
2729;5
2730;3
2731;1
2732;5
2733;2
2734;6
2735;2
2736;1
2737;1
2738;4
2739;2
2740;5
2741;2
2742;6
2743;6
2744;1
2745;2
2746;2
2747;6
2748;6
2749;6
2750;6
2751;2
2752;5
2753;4
2754;1
2755;2
2756;5
2757;4
2758;4
2759;1
2760;5
2761;4
2762;6
2763;6
2764;1
2765;1
2766;4
2767;3
2768;4
2769;5
2770;6
2771;4
2772;2
2773;5
2774;6
2775;3
2776;4
2777;2
2778;1
2779;6
2780;6
2781;6
2782;5
2783;2
2784;3
2785;1
2786;3
2787;6
2788;3
2789;5
2790;6
2791;1
2792;5
2793;4
2794;6
2795;1
2796;4
2797;4
2798;3
2799;6
2800;2
2801;3
2802;6
2803;1
2804;2
2805;1
2806;1
2807;5
2808;3
2809;3
2810;3
2811;6
2812;5
2813;5
2814;1
2815;1
2816;3
2817;2
2818;5
2819;5
2820;3
2821;5
2822;6
2823;6
2824;2
2825;2
2826;3
2827;2
2828;6
2829;1
2830;6
2831;4
2832;1
2833;6
2834;4
2835;2
2836;5
2837;3
2838;6
2839;1
2840;2
2841;2
2842;2
2843;4
2844;1
2845;4
2846;6
2847;5
2848;4
2849;5
2850;5
2851;4
2852;3
2853;6
2854;2
2855;6
2856;5
2857;6
2858;6
2859;6
2860;6
2861;1
2862;2
2863;4
2864;3
2865;3
2866;5
2867;4
2868;5
2869;6
2870;2
2871;5
2872;6
2873;6
2874;1
2875;5
2876;3
2877;4
2878;3
2879;3
2880;4
2881;1
2882;3
2883;3
2884;6
2885;1
2886;4
2887;2
2888;6
2889;6
1;email
2;email
3;email
4;email
5;email
6;email
7;email
8;email
9;email
10;email
11;email
12;email
13;email
14;email
15;email
16;email
17;email
18;email
19;email
20;email
21;email
22;email
24;email
25;email
27;email
28;email
29;email
31;email
32;email
33;email
34;email
35;email
36;email
38;email
39;email
40;email
41;email
42;email
43;email
44;email
47;email
48;email
49;email
50;email
51;email
52;email
53;email
54;email
55;email
56;email
57;email
58;email
59;email
61;email
62;email
63;email
64;email
65;email
66;email
67;email
68;email
69;email
71;email
72;email
74;email
75;email
76;email
77;email
78;email
79;email
80;email
81;email
82;email
83;email
84;email
85;email
86;email
87;email
88;email
89;email
91;email
92;email
93;email
94;email
95;email
96;email
98;email
99;email
101;email
102;email
103;email
104;email
105;email
106;email
107;email
108;email
109;email
111;email
112;email
114;email
115;email
116;email
117;email
119;email
120;email
122;email
123;email
124;email
126;email
127;email
128;email
130;email
131;email
132;email
133;email
134;email
135;email
137;email
138;email
139;email
141;email
142;email
143;email
144;email
145;email
146;email
149;email
150;email
151;email
152;email
155;email
156;email
157;email
158;email
